JD,mag,I_Magnitude,band,val
2453480.84889,15.236,0,V,V
2453480.86395,15.915,0,V,V
2453480.87149,16.041,0,V,V
2453480.87900,15.554,0,V,V
2453480.88653,15.508,0,V,V
2453480.89404,15.718,0,V,V
2453480.90157,15.102,0,V,V
2453480.90910,15.074,0,V,V
2453480.91662,15.084,0,V,V
2453480.92413,15.305,0,V,V
2453480.93164,15.150,0,V,V
2453480.93918,14.306,0,V,V
2453486.7382,15.56,0,V,V
2453486.8507,15.592,0,V,V
2453487.61714,16.348,0,B,V
2453487.62736,16.868,0,B,V
2453487.62991,15.788,0,V,V
2453487.63247,16.802,0,B,V
2453487.63501,15.995,0,V,V
2453487.63757,16.636,0,B,V
2453487.64012,15.579,0,V,V
2453487.64267,16.724,0,B,V
2453487.64522,16.060,0,V,V
2453487.64778,16.622,0,B,V
2453487.65034,15.981,0,V,V
2453487.65288,17.095,0,B,V
2453487.65544,15.869,0,V,V
2453487.65799,16.700,0,B,V
2453487.66054,16.016,0,V,V
2453487.66309,16.886,0,B,V
2453487.66565,15.912,0,V,V
2453487.66821,16.700,0,B,V
2453487.67075,15.956,0,V,V
2453487.67331,17.088,0,B,V
2453487.67586,15.732,0,V,V
2453487.67841,16.534,0,B,V
2453487.68096,15.514,0,V,V
2453487.68352,16.591,0,B,V
2453487.68606,15.522,0,V,V
2453487.68862,16.609,0,B,V
2453487.69118,15.490,0,V,V
2453487.69373,16.713,0,B,V
2453487.69629,15.810,0,V,V
2453487.69883,16.946,0,B,V
2453487.70139,15.758,0,V,V
2453487.70394,16.645,0,B,V
2453487.70649,15.609,0,V,V
2453487.70904,16.514,0,B,V
2453487.71160,15.557,0,V,V
2453487.71414,16.628,0,B,V
2453487.71670,15.481,0,V,V
2453487.71925,16.406,0,B,V
2453487.72181,15.771,0,V,V
2453487.72435,16.502,0,B,V
2453487.72691,15.706,0,V,V
2453487.72947,16.683,0,B,V
2453487.73201,15.527,0,V,V
2453487.73457,16.457,0,B,V
2453487.73712,15.656,0,V,V
2453487.73968,16.625,0,B,V
2453487.74222,15.553,0,V,V
2453487.74733,15.312,0,V,V
2453487.74988,16.805,0,B,V
2453487.75243,15.930,0,V,V
2453487.75499,16.846,0,B,V
2453487.75753,15.705,0,V,V
2453487.76009,16.774,0,B,V
2453487.76264,15.813,0,V,V
2453487.76520,16.692,0,B,V
2453487.76774,15.540,0,V,V
2453487.77030,16.516,0,B,V
2453487.77285,15.666,0,V,V
2453487.77540,16.373,0,B,V
2453487.77795,15.534,0,V,V
2453487.78051,16.483,0,B,V
2453487.78307,15.680,0,V,V
2453487.78561,16.759,0,B,V
2453487.78817,15.767,0,V,V
2453487.79072,16.739,0,B,V
2453487.79328,16.115,0,V,V
2453487.79582,16.568,0,B,V
2453487.79838,15.777,0,V,V
2453487.80093,16.676,0,B,V
2453487.80348,15.688,0,V,V
2453487.80603,16.648,0,B,V
2453487.80859,15.844,0,V,V
2453487.81114,16.846,0,B,V
2453487.81369,15.924,0,V,V
2453487.81624,16.439,0,B,V
2453487.81880,15.668,0,V,V
2453487.82134,16.633,0,B,V
2453487.82390,15.888,0,V,V
2453487.82645,16.664,0,B,V
2453487.82901,15.535,0,V,V
2453487.83155,16.411,0,B,V
2453487.83411,15.838,0,V,V
2453487.83666,16.813,0,B,V
2453487.83921,15.696,0,V,V
2453487.84176,16.426,0,B,V
2453487.84432,15.539,0,V,V
2453487.84942,15.524,0,V,V
2453487.85197,16.934,0,B,V
2453487.85452,15.766,0,V,V
2453487.85707,16.894,0,B,V
2453487.85963,15.811,0,V,V
2453487.86473,16.013,0,V,V
2453488.4743,15.7,0,V,V
2453488.6971,15.58,0,V,V
2453490.7060,15.62,0,V,V
2453493.4049,15.4,0,Vis.,V
2453493.6741,15.85,0,V,V
2453494.67262,15.752,0,V,V
2453494.68081,15.842,0,V,V
2453494.69310,16.288,0,B,V
2453494.69720,15.768,0,V,V
2453494.70127,16.481,0,B,V
2453494.70536,15.509,0,V,V
2453494.70946,16.467,0,B,V
2453494.71352,15.622,0,V,V
2453494.71762,16.408,0,B,V
2453494.72170,15.678,0,V,V
2453494.72576,16.517,0,B,V
2453494.72987,15.669,0,V,V
2453494.73395,16.480,0,B,V
2453494.73801,15.679,0,V,V
2453494.74210,16.484,0,B,V
2453494.74619,15.550,0,V,V
2453494.75029,16.325,0,B,V
2453494.75436,15.626,0,V,V
2453494.75845,16.448,0,B,V
2453494.76254,15.509,0,V,V
2453494.76664,16.428,0,B,V
2453494.77079,15.596,0,V,V
2453494.77484,16.472,0,B,V
2453494.77892,15.698,0,V,V
2453494.78301,16.503,0,B,V
2453494.78708,15.643,0,V,V
2453494.79115,16.441,0,B,V
2453494.79524,15.614,0,V,V
2453494.79932,16.556,0,B,V
2453494.80340,15.536,0,V,V
2453494.81157,15.693,0,V,V
2453495.7115,15.54,0,V,V
2453495.7208,14.5,0,Vis.,V
2453496.4368,15.7,0,V,V
2453496.6708,15.64,0,V,V
2453496.7195,15.60,0,V,V
2453497.4479,15.7,0,V,V
2453497.4479,15.8,0,V,V
2453497.7479,15.66,0,V,V
2453498.4243,15.8,0,Vis.,V
2453498.429,14.9,0,Vis.,Z
2453498.6611,14.9,0,Vis.,V
2453498.7419,15.5,0,V,V
2453499.419,15.2,0,Vis.,V
2453499.456,14.9,0,Vis.,Z
2453499.6550,15.49,0,V,V
2453499.7100,15.80,0,V,V
2453500.434,14.9,0,Vis.,Z
2453500.474,15.2,0,Vis.,V
2453500.7012,15.75,0,V,V
2453501.449,15.2,0,Vis.,V
2453501.7013,15.50,0,V,V
2453502.444,15.2,0,Vis.,V
2453502.7413,15.45,0,V,V
2453502.7806,15.741,0,V,V
2453503.7308,15.53,0,V,V
2453504.7269,15.75,0,V,V
2453505.412,14.5,0,Vis.,V
2453505.4292,15.9,0,Vis.,V
2453506.7251,15.6,0,V,V
2453507.7463,15.3,0,V,V
2453508.428,14.5,0,Vis.,V
2453514.3958,15.4,0,V,V
2453516.6958,15.36,0,V,V
2453518.435,14.5,0,Vis.,V
2453518.7147,15.00,0,V,V
2453519.439,14.5,0,Vis.,V
2453520.6581,15.44,0,V,V
2453521.6834,15.55,0,V,V
2453522.6568,15.50,0,V,V
2453522.6799,15.45,0,V,V
2453525.422,14.1,0,Vis.,V
2453527.6056,15.5,0,V,V
2453528.466,15.2,0,Vis.,V
2453530.6768,15.37,0,V,V
2453531.6775,15.59,0,V,V
2453532.6727,15.40,0,V,V
2453533.7084,15.53,0,V,V
2453534.447,14.9,0,Vis.,V
2453535.6784,15.74,0,V,V
2453536.7317,15.05,0,V,V
2453540.6775,15.35,0,V,V
2453546.6803,15.54,0,V,V
2453547.0299,15.57,0,V,V
2453547.0354,14.37,0,I,V
2453548.6926,15.8,0,V,V
2453551.6907,16.16,0,V,V
2453552.6961,16.06,0,V,V
2453554.6768,15.8,0,V,V
2453555.6803,15.75,0,V,V
2453556.6803,15.9,0,V,V
2453558.6761,15.33,0,V,V
2453559.6830,15.21,0,V,V
2453561.6755,15.29,0,V,V
2453562.6635,15.45,0,V,V
2453710.0335,15.55,0,V,V
2453711.0178,15.56,0,V,V
2453711.7472,15.4,0,Vis.,V
2453712.0270,15.61,0,V,V
2453713.0198,15.5,0,V,V
2453721.9854,15.06,0,V,V
2453724.9710,14.98,0,V,V
2453725.9706,15.09,0,V,V
2453726.9827,15.18,0,V,V
2453730.9613,14.97,0,V,V
2453731.9625,14.91,0,V,V
2453732.9534,14.86,0,V,V
2453733.729,15.7,0,Vis.,Z
2453733.9638,14.94,0,V,V
2453735.9510,14.92,0,V,V
2453740.9337,14.78,0,V,V
2453741.9302,14.77,0,V,V
2453742.9280,14.73,0,V,V
2453744.9177,14.95,0,V,V
2453745.9167,14.94,0,V,V
2453746.9232,15.19,0,V,V
2453747.9140,15.18,0,V,V
2453752.9011,15.59,0,V,V
2453753.9044,15.73,0,V,V
2453755.0041,15.62,0,V,V
2453758.8831,15.95,0,V,V
2453762.8730,15.42,0,V,V
2453764.8727,14.94,0,V,V
2453765.8684,14.86,0,V,V
2453766.8579,14.75,0,V,V
2453768.0334,14.77,0,V,V
2453768.5764,14.7,0,Vis.,V
2453768.8605,14.68,0,V,V
2453769.6042,14.7,0,Vis.,V
2453769.8573,14.79,0,V,V
2453770.8520,14.71,0,V,V
2453773.8423,14.70,0,V,V
2453778.8271,14.77,0,V,V
2453779.8325,14.77,0,V,V
2453787.8016,14.82,0,V,V
2453791.7921,14.98,0,V,V
2453792.7938,15.10,0,V,V
2453793.7846,14.91,0,V,V
2453794.7819,14.78,0,V,V
2453800.7666,14.91,0,V,V
2453808.7668,14.62,0,V,V
2453815.7313,14.60,0,V,V
2453816.7220,14.54,0,V,V
2453818.7289,14.55,0,V,V
2453819.7166,14.49,0,V,V
2453820.7154,14.82,0,V,V
2453823.7363,14.96,0,V,V
2453824.7080,14.87,0,V,V
2453827.7320,14.60,0,V,V
2453828.6937,14.90,0,V,V
2453829.5542,15.2,0,Vis.,Z
2453832.6813,15.35,0,V,V
2453833.7006,15.29,0,V,V
2453834.7000,15.20,0,V,V
2453841.6916,15.44,0,V,V
2453842.6949,15.50,0,V,V
2453843.6971,15.26,0,V,V
2453844.4792,15.5,0,Vis.,V
2453844.7102,15.24,0,V,V
2453846.7100,15.27,0,V,V
2453851.414,15.2,0,Vis.,Z
2453851.7120,15.25,0,V,V
2453852.7142,15.36,0,V,V
2453853.7432,15.12,0,V,V
2453855.7182,15.17,0,V,V
2453856.7120,15.28,0,V,V
2453857.7388,15.05,0,V,V
2453859.463,14.9,0,Vis.,V
2453859.474,15.1,0,Vis.,Z
2453859.7233,14.93,0,V,V
2453860.7169,14.99,0,V,V
2453861.7171,14.90,0,V,V
2453862.7393,14.91,0,V,V
2453863.7408,15.02,0,V,V
2453872.433,14.9,0,Vis.,V
2453873.7743,14.896,0,V,V
2453876.7002,14.59,0,V,V
2453877.7015,14.67,0,V,V
2453878.7022,14.57,0,V,V
2453879.7006,14.82,0,V,V
2453880.7035,14.87,0,V,V
2453881.7021,14.94,0,V,V
2453882.7175,14.87,0,V,V
2453883.457,14.9,0,Vis.,V
2453883.7041,14.84,0,V,V
2453884.7070,14.98,0,V,V
2453885.7056,14.91,0,V,V
2453886.431,14.5,0,Vis.,V
2453886.7071,14.80,0,V,V
2453887.435,14.5,0,Vis.,V
2453888.7164,14.93,0,V,V
2453889.44,14.5,0,Vis.,V
2453890.7174,15.08,0,V,V
2453897.6998,14.63,0,V,V
2453898.7019,14.76,0,V,V
2453899.7019,14.81,0,V,V
2453900.7032,14.69,0,V,V
2453902.6884,14.88,0,V,V
2453903.6885,14.77,0,V,V
2453904.4271,14.7,0,Vis.,V
2453904.6833,14.71,0,V,V
2453905.6833,14.78,0,V,V
2453906.6818,14.75,0,V,V
2453915.6887,15.08,0,V,V
2454073.0228,13.95,0,V,V
2454081.9964,14.2,0,V,V
2454082.9926,14.31,0,V,V
2454084.6632,14.1,0,Vis.,V
2454085.9863,14.42,0,V,V
2454090.9738,14.43,0,V,V
2454091.742,14.6,0,Vis.,Z
2454093.9635,14.15,0,V,V
2454095.9633,14.41,0,V,V
2454096.7014,14.0,0,Vis.,V
2454101.9410,14.02,0,V,V
2454105.9340,13.76,0,V,V
2454108.9259,13.78,0,V,V
2454109.9240,12.98,0,V,V
2454115.5590,13.7,0,Vis.,V
2454115.9024,13.60,0,V,V
2454119.7417,13.8,0,Vis.,Z
2454122.63889,13.5,0,Vis.,V
2454123.7319,13.8,0,Vis.,Z
2454124.8798,13.87,0,V,V
2454125.7319,13.8,0,Vis.,Z
2454125.8755,13.91,0,V,V
2454127.8709,13.96,0,V,V
2454128.8709,14.10,0,V,V
2454131.7368,14.0,0,Vis.,Z
2454141.8508,14.44,0,V,V
2454147.8156,14.63,0,V,V
2454151.8151,14.85,0,V,V
2454152.8096,14.93,0,V,V
2454153.7994,14.83,0,V,V
2454154.7995,14.93,0,V,V
2454156.8001,14.79,0,V,V
2454158.7925,14.78,0,V,V
2454159.7836,14.78,0,V,V
2454162.7774,14.51,0,V,V
2454168.7613,14.56,0,V,V
2454170.4549,14.3,0,Vis.,V
2454170.4903,14.4,0,Vis.,Z
2454171.5160,14.3,0,Vis.,V
2454173.691,14.9,0,Vis.,Z
2454173.7494,14.80,0,V,V
2454174.7569,14.86,0,V,V
2454175.5278,14.4,0,Vis.,V
2454175.7395,14.79,0,V,V
2454176.7371,14.74,0,V,V
2454177.60556,14.79,0,Vis.,V
2454177.61806,14.82,0,Vis.,V
2454179.7369,14.38,0,V,V
2454180.588,14.8,0,Vis.,V
2454180.7251,14.59,0,V,V
2454198.7320,15.94,0,V,V
2454199.482,14.5,0,Vis.,V
2454200.4458,15.7,0,Vis.,Z
2454200.490,14.9,0,Vis.,V
2454201.529,14.5,0,Vis.,V
2454207.7073,16.36,0,V,V
2454208.484,14.9,0,Vis.,V
2454209.3931,14.95,0,Vis.,Z
2454209.417,14.9,0,Vis.,V
2454210.4076,15.9,0,Vis.,Z
2454212.7450,16.66,0,V,V
2454213.455,14.9,0,Vis.,V
2454227.7244,16.38,0,V,V
2454228.410,14.9,0,Vis.,V
2454232.4424,14.9,0,Vis.,Z
2454233.4556,15.9,0,Vis.,Z
2454238.441,15.9,0,Vis.,Z
2454240.4465,15.9,0,Vis.,Z
2454242.462,14.9,0,Vis.,V
2454242.7155,15.93,0,V,V
2454243.482,14.9,0,Vis.,V
2454250.7063,15.85,0,V,V
2454254.474,14.9,0,Vis.,V
2454259.7005,15.39,0,V,V
2454264.7033,15.81,0,V,V
2454269.6798,15.94,0,V,V
2454270.7010,15.83,0,V,V
2454273.6805,15.55,0,V,V
2454276.6798,15.60,0,V,V
2454277.6798,15.74,0,V,V
2454285.6812,14.91,0,V,V
2454296.6790,14.62,0,V,V
2454448.9930,15.83,0,V,Z
2454450.9917,15.79,0,V,Z
2454454.9913,15.91,0,V,Z
2454457.9698,15.8,0,V,Z
2454461.0392,15.70,0,V,Z
2454475.9211,16.09,0,V,Z
2454480.9235,16.04,0,V,Z
2454552.4757,15.9,0,Vis.,Z
2454556.476,14.9,0,Vis.,Z
2454558.503,14.9,0,Vis.,Z
2454561.45486,14.1,0,Vis.,Z
2454564.491,15.2,0,Vis.,Z
2454571.497,14.5,0,Vis.,Z
2454580.421,14.5,0,Vis.,Z
2454588.460,15.2,0,Vis.,Z
2454594.433,14.1,0,Vis.,Z
2454605.458767,15.919,0,V,Z
2454623.486,14.5,0,Vis.,Z
2454665.4326,16.3,0,N/A,Z
2454668.4347,15.9,0,N/A,Z
2454669.4319,17.17,0,N/A,Z
2454670.4278,17.37,0,N/A,
2454672.4146,17.38,0,N/A,
2454673.4250,17.33,0,N/A,
2454674.4007,17.85,0,N/A,
2454675.4014,17.70,0,N/A,
2454676.3993,17.52,0,N/A,
2454677.4021,17.59,0,N/A,
2454678.3972,17.44,0,N/A,
2454679.4090,17.0,0,N/A,Z
2454680.4014,17.0,0,N/A,Z
2454682.4021,17.24,0,N/A,
2454683.4049,17.34,0,N/A,
2454892.624,15.2,0,Vis.,Z
2454896.572,14.9,0,Vis.,Z
2454912.60200,17.11,0,CV,Z
2454920.556,15.2,0,Vis.,Z
2454928.58100,17.51,0,CV,Z
2454935.507,15.2,0,Vis.,Z
2454939.485,14.9,0,Vis.,Z
2454941.4042,15.2,0,Vis.,Z
2454941.454,14.9,0,Vis.,Z
2454942.501,14.5,0,Vis.,Z
2454943.474,14.9,0,Vis.,Z
2454947.515,15.2,0,Vis.,Z
2454948.480,15.2,0,Vis.,Z
2454953.455,14.5,0,Vis.,Z
2454961.55000,17.09,0,CV,Z
2454963.4896,14.7,0,Vis.,Z
2454964.02639,17.11,0,V,Z
2454964.467,14.9,0,Vis.,Z
2454967.4757,15.0,0,Vis.,Z
2454967.69236,17.08,0,V,Z
2454968.4653,16.0,0,Vis.,Z
2454968.4653,16.5,0,Vis.,Z
2454969.445,14.9,0,Vis.,Z
2454970.417,14.5,0,Vis.,Z
2454971.424,14.9,0,Vis.,Z
2454974.47153,16.59,0,CV,Z
2454975.424,14.5,0,Vis.,Z
2454976.422,14.9,0,Vis.,Z
2454976.45,14.9,0,Vis.,Z
2454981.426,14.5,0,Vis.,Z
2454983.438,14.5,0,Vis.,Z
2454984.435,14.1,0,Vis.,Z
2455005.50600,17.75,0,CV,Z
2455005.5063,17.8,0,N/A,Z
2455018.46100,16.94,0,CV,Z
2455018.4611,16.9,0,N/A,Z
2455165.7347,14.1,0,Vis.,
2455177.7521,14.4,0,Vis.,
2455178.99583,17.11,0,V,Z
2455180.03958,17.13,0,V,Z
2455183.7493,14.9,0,Vis.,Z
2455185.7674,15.9,0,Vis.,Z
2455188.7458,15.9,0,Vis.,Z
2455204.7146,14.4,0,Vis.,
2455212.94444,16.86,0,V,Z
2455218.7444,15.1,0,Vis.,
2455237.7167,15.2,0,Vis.,
2455243.52500,17.61,0,CV,Z
2455248.6146,14.4,0,Vis.,
2455262.526,15.2,0,Vis.,Z
2455262.5694,15.2,0,Vis.,Z
2455264.97292,18.02,0,V,Z
2455293.61111,17.60,0,CV,Z
2455294.4653,15.9,0,Vis.,Z
2455295.44372,16.8,0,R,Z
2455297.57600,17.51,0,CV,Z
2455297.5764,17.51,0,N/A,Z
2455299.491,14.9,0,Vis.,Z
2455301.6014,14.5,0,Vis.,Z
2455303.472,14.9,0,Vis.,Z
2455304.460,14.9,0,Vis.,Z
2455304.52917,17.81,0,CV,Z
2455306.90417,17.80,0,V,Z
2455307.453,14.9,0,Vis.,Z
2455310.54931,17.89,0,CV,Z
2455317.75190,16.904,0,B,Z
2455317.76269,16.934,0,V,Z
2455320.447,15.2,0,Vis.,Z
2455321.76551,17.130,0,B,Z
2455321.77691,16.906,0,V,Z
2455322.72500,17.58,0,V,Z
2455324.4562,15.2,0,Vis.,Z
2455326.433,15.2,0,Vis.,Z
2455332.4528,15.9,0,Vis.,Z
2455333.419,14.9,0,Vis.,Z
2455333.91944,17.72,0,V,Z
2455535.02292,16.06,0,V,Z
2455538.99028,16.06,0,V,Z
2455570.7778,15.9,0,Vis.,Z
2455574.97795,16.584,0,V,Z
2455574.98084,16.590,0,V,Z
2455574.98373,16.621,0,V,Z
2455575.93168,16.445,0,V,Z
2455575.93954,15.990,0,R,Z
2455575.95882,15.230,0,I,Z
2455575.96173,15.218,0,I,Z
2455575.96460,15.237,0,I,Z
2455575.96770,15.951,0,R,Z
2455575.97058,15.959,0,R,Z
2455575.97346,15.954,0,R,Z
2455575.97657,16.487,0,V,Z
2455575.97945,16.516,0,V,Z
2455575.98194,16.53,0,V,Z
2455575.98234,16.526,0,V,Z
2455575.98958,15.96,0,R,Z
2455576.95465,15.237,0,I,Z
2455576.95754,15.231,0,I,Z
2455576.96041,15.195,0,I,Z
2455576.96352,15.954,0,R,Z
2455576.96643,15.949,0,R,Z
2455576.96931,15.934,0,R,Z
2455576.97243,16.503,0,V,Z
2455576.97534,16.476,0,V,Z
2455576.97823,16.488,0,V,Z
2455577.98127,15.193,0,I,Z
2455577.98416,15.251,0,I,Z
2455577.98707,15.180,0,I,Z
2455577.99018,15.949,0,R,Z
2455577.99308,15.909,0,R,Z
2455577.99598,15.918,0,R,Z
2455577.99910,16.481,0,V,Z
2455578.00200,16.452,0,V,Z
2455578.00488,16.533,0,V,Z
2455579.084410,16.217,0,V,Z
2455579.96512,15.185,0,I,Z
2455579.96800,15.186,0,I,Z
2455579.97088,15.167,0,I,Z
2455579.97403,15.833,0,R,Z
2455579.97694,15.892,0,R,Z
2455579.97984,15.853,0,R,Z
2455579.98295,16.486,0,V,Z
2455579.98584,16.438,0,V,Z
2455579.98873,16.472,0,V,Z
2455580.066389,17.293,0,B,Z
2455580.070417,17.250,0,B,Z
2455580.074444,17.232,0,B,Z
2455580.081215,16.155,0,V,Z
2455580.95369,15.234,0,I,Z
2455580.95659,15.212,0,I,Z
2455580.95946,15.179,0,I,Z
2455580.96257,15.908,0,R,Z
2455580.96546,15.859,0,R,Z
2455580.96836,15.883,0,R,Z
2455580.97147,16.443,0,V,Z
2455580.97436,16.411,0,V,Z
2455580.97726,16.432,0,V,Z
2455581.041450,15.964,0,R,Z
2455581.043465,16.516,0,V,Z
2455583.069294,16.502,0,B,Z
2455583.072789,16.524,0,V,Z
2455583.076042,16.440,0,V,Z
2455583.93221,16.479,0,V,Z
2455583.94112,16.077,0,R,Z
2455583.95237,15.378,0,I,Z
2455583.95527,15.407,0,I,Z
2455583.95814,15.331,0,I,Z
2455583.96125,16.048,0,R,Z
2455583.96413,16.047,0,R,Z
2455583.96701,16.065,0,R,Z
2455583.97012,16.649,0,V,Z
2455583.97302,16.639,0,V,Z
2455583.97589,16.565,0,V,Z
2455584.021585,15.938,0,R,Z
2455584.025544,16.535,0,V,Z
2455584.057288,15.963,0,R,Z
2455584.060729,17.217,0,B,Z
2455584.061324,16.506,0,V,Z
2455584.070012,16.517,0,V,Z
2455585.070984,17.590,0,B,Z
2455585.079039,17.644,0,B,Z
2455585.082546,16.473,0,V,Z
2455587.053391,17.820,0,B,Z
2455587.93781,15.326,0,I,Z
2455587.94385,15.292,0,I,Z
2455587.94697,15.970,0,R,Z
2455587.94986,16.067,0,R,Z
2455588.93590,15.925,0,I,Z
2455588.93880,15.838,0,I,Z
2455588.94168,15.973,0,I,Z
2455588.94481,16.630,0,R,Z
2455588.94771,16.673,0,R,Z
2455588.95060,16.707,0,R,Z
2455588.95373,17.484,0,V,Z
2455588.95662,17.593,0,V,Z
2455588.95950,17.574,0,V,Z
2455589.058889,16.735,0,V,Z
2455589.060509,16.728,0,V,Z
2455589.063762,16.302,0,V,Z
2455589.93971,15.414,0,I,Z
2455589.94260,15.375,0,I,Z
2455589.94549,15.476,0,I,Z
2455589.94859,16.106,0,R,Z
2455589.95148,16.135,0,R,Z
2455589.95438,16.120,0,R,Z
2455589.96065,16.742,0,V,Z
2455590.082292,17.719,0,B,Z
2455590.92841,15.384,0,I,Z
2455590.93640,15.862,0,R,Z
2455590.94032,15.402,0,I,Z
2455590.94323,15.477,0,I,Z
2455590.94439,16.273,0,V,Z
2455590.94610,15.418,0,I,Z
2455590.94920,16.130,0,R,Z
2455590.95211,16.147,0,R,Z
2455590.95499,16.134,0,R,Z
2455590.95810,16.676,0,V,Z
2455590.96100,16.740,0,V,Z
2455590.96388,16.630,0,V,Z
2455591.007891,16.010,0,R,Z
2455591.011848,16.729,0,V,Z
2455591.043589,16.029,0,R,Z
2455591.047622,16.631,0,V,Z
2455591.92903,15.485,0,I,Z
2455591.93701,16.187,0,R,Z
2455591.94014,15.454,0,I,Z
2455591.94303,15.414,0,I,Z
2455591.94499,16.504,0,V,Z
2455591.94593,15.430,0,I,Z
2455591.94903,16.150,0,R,Z
2455591.95192,16.137,0,R,Z
2455591.95481,16.143,0,R,Z
2455591.95793,16.734,0,V,Z
2455591.96082,16.685,0,V,Z
2455591.96370,16.676,0,V,Z
2455592.88889,17.46,0,B,Z
2455596.039630,17.128,0,B,Z
2455596.046644,16.424,0,V,Z
2455596.92126,15.273,0,I,Z
2455596.92414,15.311,0,I,Z
2455596.92703,15.266,0,I,Z
2455596.93014,15.993,0,R,Z
2455596.93304,15.980,0,R,Z
2455596.93594,16.007,0,R,Z
2455596.93904,16.504,0,V,Z
2455596.94193,16.563,0,V,Z
2455596.94483,16.528,0,V,Z
2455597.93027,15.261,0,I,Z
2455597.94230,15.989,0,R,Z
2455597.94514,16.50,0,V,Z
2455597.94520,15.960,0,R,Z
2455597.94832,16.526,0,V,Z
2455597.95122,16.498,0,V,Z
2455597.95410,16.533,0,V,Z
2455598.90627,15.162,0,I,Z
2455598.90690,15.188,0,I,Z
2455598.90917,15.219,0,I,Z
2455598.91205,15.167,0,I,Z
2455598.91488,15.852,0,R,Z
2455598.91516,15.879,0,R,Z
2455598.91806,15.862,0,R,Z
2455598.92095,15.877,0,R,Z
2455598.92289,16.457,0,V,Z
2455598.92406,16.439,0,V,Z
2455598.92696,16.444,0,V,Z
2455598.92985,16.422,0,V,Z
2455598.93088,16.873,0,B,Z
2455599.00903,16.94,0,B,Z
2455599.01806,16.36,0,V,Z
2455599.02639,15.81,0,R,Z
2455599.81326,15.151,0,I,Z
2455599.81616,15.152,0,I,Z
2455599.81904,15.103,0,I,Z
2455599.82214,15.791,0,R,Z
2455599.82503,15.798,0,R,Z
2455599.82792,15.833,0,R,Z
2455599.83102,16.363,0,V,Z
2455599.83391,16.324,0,V,Z
2455599.83679,16.297,0,V,Z
2455600.015125,15.691,0,R,Z
2455600.020987,16.266,0,V,Z
2455600.023102,16.849,0,B,Z
2455600.027292,16.212,0,V,Z
2455600.030127,16.250,0,V,Z
2455600.032940,16.152,0,V,Z
2455600.054846,15.678,0,R,Z
2455600.060948,16.282,0,V,Z
2455600.598,15.2,0,Vis.,Z
2455600.7167,15.9,0,Vis.,Z
2455603.96642,14.895,0,I,Z
2455603.97442,15.509,0,R,Z
2455603.98242,16.046,0,V,Z
2455603.99041,16.797,0,B,Z
2455604.006688,15.486,0,R,Z
2455604.012551,16.072,0,V,Z
2455604.046409,15.483,0,R,Z
2455604.052510,16.145,0,V,Z
2455605.011639,15.646,0,R,Z
2455605.015641,16.258,0,V,Z
2455605.016250,17.027,0,B,Z
2455605.020521,16.940,0,B,Z
2455605.028970,16.148,0,V,Z
2455605.051684,15.677,0,R,Z
2455605.055693,16.230,0,V,Z
2455607.89492,15.306,0,I,Z
2455607.89789,15.245,0,I,Z
2455607.90084,15.240,0,I,Z
2455607.90403,15.972,0,R,Z
2455607.90700,15.939,0,R,Z
2455607.90994,15.940,0,R,Z
2455607.91314,16.409,0,V,Z
2455607.91611,16.522,0,V,Z
2455607.91911,16.570,0,V,Z
2455609.88601,15.131,0,I,Z
2455609.89501,15.788,0,R,Z
2455609.90400,16.490,0,V,Z
2455609.972847,16.367,0,V,Z
2455615.012245,16.713,0,B,Z
2455615.020625,16.662,0,V,Z
2455619.532,15.2,0,Vis.,Z
2455619.956238,17.031,0,B,Z
2455619.968900,16.203,0,V,Z
2455619.971748,16.267,0,V,Z
2455621.92656,15.109,0,I,Z
2455621.928559,15.763,0,R,Z
2455621.932563,16.434,0,V,Z
2455621.93456,15.831,0,R,Z
2455621.94255,16.403,0,V,Z
2455621.95051,17.033,0,B,Z
2455621.966354,17.025,0,B,Z
2455621.968606,15.773,0,R,Z
2455621.972610,16.380,0,V,Z
2455622.83936,15.183,0,I,Z
2455622.84223,15.198,0,I,Z
2455622.84509,15.210,0,I,Z
2455622.84819,15.910,0,R,Z
2455622.85105,15.919,0,R,Z
2455622.85392,15.889,0,R,Z
2455622.85703,16.513,0,V,Z
2455622.85990,16.484,0,V,Z
2455622.86277,16.488,0,V,Z
2455622.86615,17.109,0,B,Z
2455622.86972,17.068,0,B,Z
2455622.87326,17.121,0,B,Z
2455622.92847,16.96,0,B,Z
2455622.93889,16.43,0,V,Z
2455622.94722,15.88,0,R,Z
2455623.84696,15.229,0,I,Z
2455623.84983,15.183,0,I,Z
2455623.85270,15.283,0,I,Z
2455623.85579,15.930,0,R,Z
2455623.85866,16.006,0,R,Z
2455623.86153,15.159,0,R,Z
2455623.86463,16.504,0,V,Z
2455623.86750,16.372,0,V,Z
2455623.87037,16.621,0,V,Z
2455623.87375,17.094,0,B,Z
2455623.87733,17.054,0,B,Z
2455623.88088,17.084,0,B,Z
2455628.516,15.9,0,Vis.,Z
2455630.71394,15.196,0,I,Z
2455630.71679,15.236,0,I,Z
2455630.71968,15.184,0,I,Z
2455630.72278,15.957,0,R,Z
2455630.72564,15.980,0,R,Z
2455630.72851,15.996,0,R,Z
2455630.73160,16.352,0,V,Z
2455630.73447,16.343,0,V,Z
2455630.73733,16.425,0,V,Z
2455630.74072,17.120,0,B,Z
