JD,mag,I_Magnitude,band,val
2457829.6312,13.174,0,CR,Z
2457829.6316,13.197,0,CR,Z
2457829.6319,13.182,0,CR,Z
2457829.6323,13.178,0,CR,Z
2457829.6326,13.192,0,CR,Z
2457829.6330,13.184,0,CR,Z
2457829.6333,13.196,0,CR,Z
2457829.6336,13.204,0,CR,Z
2457829.6340,13.214,0,CR,Z
2457829.6343,13.196,0,CR,Z
2457829.6347,13.185,0,CR,Z
2457829.6350,13.226,0,CR,Z
2457829.6354,13.210,0,CR,Z
2457829.6357,13.179,0,CR,Z
2457829.6361,13.213,0,CR,Z
2457829.6364,13.188,0,CR,Z
2457829.6368,13.202,0,CR,Z
2457830.546111,13.677,0,V,Z
2457831.500359,13.812,0,V,Z
2457831.653947,13.899,0,V,Z
2457832.4339,13.317,0,CR,Z
2457832.4342,13.330,0,CR,Z
2457832.4346,13.339,0,CR,Z
2457832.4349,13.312,0,CR,Z
2457832.4353,13.356,0,CR,Z
2457832.4356,13.346,0,CR,Z
2457832.4360,13.325,0,CR,Z
2457832.4363,13.323,0,CR,Z
2457832.4367,13.348,0,CR,Z
2457832.4370,13.353,0,CR,Z
2457832.4373,13.331,0,CR,Z
2457832.4377,13.332,0,CR,Z
2457832.4380,13.305,0,CR,Z
2457832.4384,13.304,0,CR,Z
2457832.4387,13.333,0,CR,Z
2457832.4391,13.328,0,CR,Z
2457832.4394,13.321,0,CR,Z
2457832.4398,13.337,0,CR,Z
2457832.4401,13.334,0,CR,Z
2457832.4405,13.352,0,CR,Z
2457832.4408,13.325,0,CR,Z
2457832.4412,13.326,0,CR,Z
2457832.4415,13.356,0,CR,Z
2457832.4419,13.336,0,CR,Z
2457832.4422,13.339,0,CR,Z
2457832.4426,13.360,0,CR,Z
2457832.4429,13.363,0,CR,Z
2457832.4433,13.360,0,CR,Z
2457832.4436,13.354,0,CR,Z
2457832.4439,13.360,0,CR,Z
2457832.4443,13.378,0,CR,Z
2457832.4446,13.386,0,CR,Z
2457832.4450,13.355,0,CR,Z
2457832.4453,13.368,0,CR,Z
2457832.4457,13.380,0,CR,Z
2457832.4460,13.390,0,CR,Z
2457832.4464,13.390,0,CR,Z
2457832.4467,13.378,0,CR,Z
2457832.4471,13.378,0,CR,Z
2457832.4474,13.375,0,CR,Z
2457832.4478,13.385,0,CR,Z
2457832.4481,13.388,0,CR,Z
2457832.4485,13.381,0,CR,Z
2457832.4488,13.379,0,CR,Z
2457832.4492,13.387,0,CR,Z
2457832.4495,13.356,0,CR,Z
2457832.4498,13.360,0,CR,Z
2457832.4502,13.367,0,CR,Z
2457832.4505,13.352,0,CR,Z
2457832.4509,13.375,0,CR,Z
2457832.4512,13.338,0,CR,Z
2457832.4516,13.356,0,CR,Z
2457832.4519,13.373,0,CR,Z
2457832.4523,13.357,0,CR,Z
2457832.4526,13.354,0,CR,Z
2457832.4530,13.350,0,CR,Z
2457832.4533,13.346,0,CR,Z
2457832.4537,13.338,0,CR,Z
2457832.4540,13.331,0,CR,Z
2457832.4544,13.353,0,CR,Z
2457832.4547,13.322,0,CR,Z
2457832.4551,13.350,0,CR,Z
2457832.4554,13.337,0,CR,Z
2457832.4558,13.327,0,CR,Z
2457832.4561,13.311,0,CR,Z
2457832.4565,13.329,0,CR,Z
2457832.4568,13.324,0,CR,Z
2457832.4572,13.320,0,CR,Z
2457832.4575,13.324,0,CR,Z
2457832.4578,13.337,0,CR,Z
2457832.4582,13.307,0,CR,Z
2457832.4585,13.334,0,CR,Z
2457832.4589,13.335,0,CR,Z
2457832.4592,13.328,0,CR,Z
2457832.4596,13.330,0,CR,Z
2457832.4599,13.318,0,CR,Z
2457832.4603,13.316,0,CR,Z
2457832.4606,13.325,0,CR,Z
2457832.4610,13.319,0,CR,Z
2457832.4613,13.310,0,CR,Z
2457832.4617,13.313,0,CR,Z
2457832.4620,13.315,0,CR,Z
2457832.4624,13.310,0,CR,Z
2457832.4627,13.307,0,CR,Z
2457832.4631,13.320,0,CR,Z
2457832.4634,13.288,0,CR,Z
2457832.4637,13.318,0,CR,Z
2457832.4641,13.302,0,CR,Z
2457832.4644,13.292,0,CR,Z
2457832.4648,13.319,0,CR,Z
2457832.4651,13.288,0,CR,Z
2457832.4655,13.282,0,CR,Z
2457832.4658,13.289,0,CR,Z
2457832.4662,13.308,0,CR,Z
2457832.4665,13.306,0,CR,Z
2457832.4669,13.279,0,CR,Z
2457832.4672,13.294,0,CR,Z
2457832.4676,13.306,0,CR,Z
2457832.4679,13.307,0,CR,Z
2457832.4683,13.297,0,CR,Z
2457832.4686,13.316,0,CR,Z
2457832.4690,13.301,0,CR,Z
2457832.4693,13.307,0,CR,Z
2457832.4697,13.302,0,CR,Z
2457832.4700,13.291,0,CR,Z
2457832.4703,13.295,0,CR,Z
2457832.470405,13.920,0,V,Z
2457832.4707,13.286,0,CR,Z
2457832.4710,13.304,0,CR,Z
2457832.4714,13.306,0,CR,Z
2457832.4717,13.302,0,CR,Z
2457832.4721,13.288,0,CR,Z
2457832.4724,13.318,0,CR,Z
2457832.4728,13.317,0,CR,Z
2457832.4731,13.289,0,CR,Z
2457832.4735,13.282,0,CR,Z
2457832.4738,13.282,0,CR,Z
2457832.4742,13.288,0,CR,Z
2457832.4745,13.299,0,CR,Z
2457832.4749,13.286,0,CR,Z
2457832.4752,13.294,0,CR,Z
2457832.4756,13.270,0,CR,Z
2457832.4759,13.314,0,CR,Z
2457832.4762,13.297,0,CR,Z
2457832.4766,13.301,0,CR,Z
2457832.4769,13.287,0,CR,Z
2457832.4773,13.295,0,CR,Z
2457832.4776,13.280,0,CR,Z
2457832.4780,13.308,0,CR,Z
2457832.4783,13.282,0,CR,Z
2457832.4787,13.300,0,CR,Z
2457832.4790,13.296,0,CR,Z
2457832.4794,13.274,0,CR,Z
2457832.4797,13.285,0,CR,Z
2457832.4801,13.293,0,CR,Z
2457832.4804,13.303,0,CR,Z
2457832.4808,13.308,0,CR,Z
2457832.4811,13.348,0,CR,Z
2457832.4815,13.313,0,CR,Z
2457832.4818,13.312,0,CR,Z
2457832.4822,13.327,0,CR,Z
2457832.4825,13.316,0,CR,Z
2457832.4829,13.328,0,CR,Z
2457832.4832,13.319,0,CR,Z
2457832.4836,13.341,0,CR,Z
2457832.4839,13.328,0,CR,Z
2457832.4842,13.331,0,CR,Z
2457832.4846,13.330,0,CR,Z
2457832.4849,13.337,0,CR,Z
2457832.4853,13.336,0,CR,Z
2457832.4856,13.334,0,CR,Z
2457833.463,13.361,0,CV,Z
2457833.49649,13.64,0,CV,
2457834.3577,12.908,0,CR,Z
2457834.3581,12.874,0,CR,Z
2457834.3598,12.898,0,CR,Z
2457834.3602,12.888,0,CR,Z
2457834.3605,12.903,0,CR,Z
2457834.3609,12.906,0,CR,Z
2457834.3612,12.911,0,CR,Z
2457834.3616,12.906,0,CR,Z
2457834.3619,12.923,0,CR,Z
2457834.3623,12.915,0,CR,Z
2457834.3626,12.917,0,CR,Z
2457834.3630,12.923,0,CR,Z
2457834.3633,12.930,0,CR,Z
2457834.3636,12.923,0,CR,Z
2457834.3640,12.915,0,CR,Z
2457834.3643,12.888,0,CR,Z
2457834.3647,12.889,0,CR,Z
2457834.3650,12.925,0,CR,Z
2457834.3654,12.912,0,CR,Z
2457834.3657,12.916,0,CR,Z
2457834.3661,12.912,0,CR,Z
2457834.3664,12.921,0,CR,Z
2457834.3668,12.912,0,CR,Z
2457834.3671,12.917,0,CR,Z
2457834.3675,12.920,0,CR,Z
2457834.3678,12.927,0,CR,Z
2457834.3682,12.912,0,CR,Z
2457834.3685,12.909,0,CR,Z
2457834.3689,12.906,0,CR,Z
2457834.3692,12.923,0,CR,Z
2457834.3695,12.894,0,CR,Z
2457834.3699,12.918,0,CR,Z
2457834.3702,12.929,0,CR,Z
2457834.3706,12.921,0,CR,Z
2457834.3709,12.941,0,CR,Z
2457834.3713,12.911,0,CR,Z
2457834.3716,12.918,0,CR,Z
2457834.3720,12.942,0,CR,Z
2457834.3723,12.924,0,CR,Z
2457834.3727,12.929,0,CR,Z
2457834.3730,12.938,0,CR,Z
2457834.3734,12.927,0,CR,Z
2457834.3737,12.943,0,CR,Z
2457834.3741,12.951,0,CR,Z
2457834.3744,12.944,0,CR,Z
2457834.3748,12.931,0,CR,Z
2457834.3751,12.927,0,CR,Z
2457834.3755,12.943,0,CR,Z
2457834.3758,12.950,0,CR,Z
2457834.3761,12.943,0,CR,Z
2457834.3765,12.951,0,CR,Z
2457834.3768,12.919,0,CR,Z
2457834.3772,12.934,0,CR,Z
2457834.3775,12.927,0,CR,Z
2457834.3779,12.927,0,CR,Z
2457834.3782,12.924,0,CR,Z
2457834.3786,12.946,0,CR,Z
2457834.3789,12.942,0,CR,Z
2457834.3793,12.943,0,CR,Z
2457834.3796,12.930,0,CR,Z
2457834.3800,12.926,0,CR,Z
2457834.3803,12.924,0,CR,Z
2457834.3807,12.926,0,CR,Z
2457834.3810,12.920,0,CR,Z
2457834.3814,12.921,0,CR,Z
2457834.3817,12.914,0,CR,Z
2457834.3820,12.911,0,CR,Z
2457834.3824,12.901,0,CR,Z
2457834.3827,12.916,0,CR,Z
2457834.3831,12.918,0,CR,Z
2457834.3834,12.908,0,CR,Z
2457834.3838,12.926,0,CR,Z
2457834.3841,12.920,0,CR,Z
2457834.3845,12.907,0,CR,Z
2457834.3848,12.917,0,CR,Z
2457834.3852,12.918,0,CR,Z
2457834.3855,12.922,0,CR,Z
2457834.3859,12.885,0,CR,Z
2457834.3862,12.918,0,CR,Z
2457834.3866,12.879,0,CR,Z
2457834.3869,12.903,0,CR,Z
2457834.3873,12.900,0,CR,Z
2457834.3876,12.901,0,CR,Z
2457834.3880,12.903,0,CR,Z
2457834.3883,12.913,0,CR,Z
2457834.3886,12.901,0,CR,Z
2457834.3890,12.893,0,CR,Z
2457834.3893,12.905,0,CR,Z
2457834.3897,12.900,0,CR,Z
2457834.3900,12.897,0,CR,Z
2457834.3904,12.915,0,CR,Z
2457834.3907,12.904,0,CR,Z
2457834.3911,12.904,0,CR,Z
2457834.3914,12.903,0,CR,Z
2457834.3918,12.899,0,CR,Z
2457834.3921,12.903,0,CR,Z
2457834.3925,12.914,0,CR,Z
2457834.3928,12.905,0,CR,Z
2457834.3932,12.888,0,CR,Z
2457834.3935,12.893,0,CR,Z
2457834.3939,12.904,0,CR,Z
2457834.3942,12.903,0,CR,Z
2457834.3945,12.895,0,CR,Z
2457834.3949,12.914,0,CR,Z
2457834.3952,12.888,0,CR,Z
2457834.3956,12.907,0,CR,Z
2457834.3959,12.896,0,CR,Z
2457834.3963,12.897,0,CR,Z
2457834.3966,12.897,0,CR,Z
2457834.3970,12.878,0,CR,Z
2457834.3973,12.883,0,CR,Z
2457834.3977,12.890,0,CR,Z
2457834.3980,12.891,0,CR,Z
2457834.3984,12.888,0,CR,Z
2457834.3987,12.896,0,CR,Z
2457834.3991,12.902,0,CR,Z
2457834.3994,12.871,0,CR,Z
2457834.3998,12.879,0,CR,Z
2457834.4001,12.895,0,CR,Z
2457834.4005,12.897,0,CR,Z
2457834.4008,12.873,0,CR,Z
2457834.4011,12.890,0,CR,Z
2457834.4015,12.884,0,CR,Z
2457834.4018,12.879,0,CR,Z
2457834.4022,12.883,0,CR,Z
2457834.4025,12.882,0,CR,Z
2457834.4029,12.867,0,CR,Z
2457834.4032,12.846,0,CR,Z
2457834.4036,12.855,0,CR,Z
2457834.4039,12.884,0,CR,Z
2457834.4043,12.877,0,CR,Z
2457834.4046,12.898,0,CR,Z
2457834.4050,12.882,0,CR,Z
2457834.4053,12.875,0,CR,Z
2457834.4057,12.881,0,CR,Z
2457834.4060,12.882,0,CR,Z
2457834.4064,12.885,0,CR,Z
2457834.4067,12.874,0,CR,Z
2457834.4070,12.889,0,CR,Z
2457834.4074,12.868,0,CR,Z
2457834.4077,12.876,0,CR,Z
2457834.4081,12.904,0,CR,Z
2457834.4084,12.900,0,CR,Z
2457834.4088,12.886,0,CR,Z
2457834.4091,12.897,0,CR,Z
2457834.4095,12.888,0,CR,Z
2457834.4098,12.896,0,CR,Z
2457834.4102,12.900,0,CR,Z
2457834.4105,12.884,0,CR,Z
2457834.4109,12.884,0,CR,Z
2457834.4112,12.886,0,CR,Z
2457834.4116,12.909,0,CR,Z
2457834.4119,12.901,0,CR,Z
2457834.4123,12.884,0,CR,Z
2457834.4126,12.907,0,CR,Z
2457834.4130,12.897,0,CR,Z
2457834.4133,12.907,0,CR,Z
2457834.4136,12.902,0,CR,Z
2457834.4140,12.900,0,CR,Z
2457834.4143,12.897,0,CR,Z
2457834.4147,12.900,0,CR,Z
2457834.4150,12.865,0,CR,Z
2457834.4154,12.872,0,CR,Z
2457834.4157,12.887,0,CR,Z
2457834.4161,12.892,0,CR,Z
2457834.4164,12.863,0,CR,Z
2457834.4168,12.881,0,CR,Z
2457834.4171,12.877,0,CR,Z
2457834.4175,12.869,0,CR,Z
2457834.4178,12.880,0,CR,Z
2457834.4182,12.895,0,CR,Z
2457834.4185,12.868,0,CR,Z
2457834.4189,12.876,0,CR,Z
2457834.4192,12.877,0,CR,Z
2457834.4195,12.846,0,CR,Z
2457834.4199,12.881,0,CR,Z
2457834.4202,12.877,0,CR,Z
2457834.4206,12.872,0,CR,Z
2457834.4209,12.885,0,CR,Z
2457834.4213,12.851,0,CR,Z
2457834.4216,12.844,0,CR,Z
2457834.4220,12.859,0,CR,Z
2457834.4223,12.834,0,CR,Z
2457834.4227,12.841,0,CR,Z
2457834.4230,12.837,0,CR,Z
2457834.4234,12.847,0,CR,Z
2457834.4237,12.843,0,CR,Z
2457834.4241,12.847,0,CR,Z
2457834.4244,12.863,0,CR,Z
2457834.4248,12.846,0,CR,Z
2457834.4251,12.856,0,CR,Z
2457834.4255,12.837,0,CR,Z
2457834.4258,12.852,0,CR,Z
2457834.4261,12.851,0,CR,Z
2457834.4265,12.855,0,CR,Z
2457834.4268,12.859,0,CR,Z
2457834.4272,12.867,0,CR,Z
2457834.4275,12.851,0,CR,Z
2457834.4279,12.866,0,CR,Z
2457834.4282,12.865,0,CR,Z
2457834.4286,12.859,0,CR,Z
2457834.4289,12.853,0,CR,Z
2457834.4293,12.846,0,CR,Z
2457834.4296,12.855,0,CR,Z
2457834.4300,12.846,0,CR,Z
2457834.4303,12.860,0,CR,Z
2457834.4307,12.849,0,CR,Z
2457834.4310,12.860,0,CR,Z
2457834.4314,12.834,0,CR,Z
2457834.4317,12.861,0,CR,Z
2457834.4320,12.853,0,CR,Z
2457834.4324,12.856,0,CR,Z
2457834.4327,12.859,0,CR,Z
2457834.4331,12.870,0,CR,Z
2457834.4334,12.857,0,CR,Z
2457834.4338,12.853,0,CR,Z
2457834.4341,12.848,0,CR,Z
2457834.4345,12.846,0,CR,Z
2457834.4348,12.855,0,CR,Z
2457834.4352,12.851,0,CR,Z
2457834.4355,12.855,0,CR,Z
2457834.4359,12.858,0,CR,Z
2457834.4362,12.857,0,CR,Z
2457834.4366,12.857,0,CR,Z
2457834.4369,12.861,0,CR,Z
2457834.4373,12.853,0,CR,Z
2457834.4376,12.841,0,CR,Z
2457834.4380,12.828,0,CR,Z
2457834.4383,12.853,0,CR,Z
2457834.4386,12.854,0,CR,Z
2457834.4390,12.869,0,CR,Z
2457834.4393,12.873,0,CR,Z
2457834.4397,12.885,0,CR,Z
2457834.4400,12.869,0,CR,Z
2457834.4404,12.867,0,CR,Z
2457834.4407,12.881,0,CR,Z
2457834.4411,12.860,0,CR,Z
2457834.4414,12.866,0,CR,Z
2457834.4418,12.850,0,CR,Z
2457834.4421,12.868,0,CR,Z
2457834.4425,12.854,0,CR,Z
2457834.4428,12.866,0,CR,Z
2457834.4432,12.865,0,CR,Z
2457834.4435,12.868,0,CR,Z
2457834.4439,12.868,0,CR,Z
2457834.4442,12.867,0,CR,Z
2457834.4445,12.864,0,CR,Z
2457834.4449,12.881,0,CR,Z
2457834.4452,12.865,0,CR,Z
2457834.4456,12.873,0,CR,Z
2457834.4459,12.876,0,CR,Z
2457834.4463,12.879,0,CR,Z
2457834.4466,12.883,0,CR,Z
2457834.4470,12.882,0,CR,Z
2457834.4473,12.877,0,CR,Z
2457834.4477,12.877,0,CR,Z
2457834.4480,12.864,0,CR,Z
2457834.4484,12.880,0,CR,Z
2457834.4487,12.885,0,CR,Z
2457834.4491,12.878,0,CR,Z
2457834.4494,12.881,0,CR,Z
2457834.4498,12.875,0,CR,Z
2457834.4501,12.865,0,CR,Z
2457834.4505,12.894,0,CR,Z
2457834.4508,12.891,0,CR,Z
2457834.4511,12.872,0,CR,Z
2457834.4515,12.898,0,CR,Z
2457834.4518,12.864,0,CR,Z
2457834.4522,12.874,0,CR,Z
2457834.4525,12.874,0,CR,Z
2457834.4529,12.873,0,CR,Z
2457834.4532,12.857,0,CR,Z
2457834.4536,12.870,0,CR,Z
2457834.4539,12.865,0,CR,Z
2457834.4543,12.852,0,CR,Z
2457834.4546,12.868,0,CR,Z
2457834.4550,12.866,0,CR,Z
2457834.4553,12.881,0,CR,Z
2457834.4557,12.865,0,CR,Z
2457834.4560,12.868,0,CR,Z
2457834.4564,12.870,0,CR,Z
2457834.4569,12.868,0,CR,Z
2457834.4572,12.874,0,CR,Z
2457834.4575,12.870,0,CR,Z
2457834.4579,12.865,0,CR,Z
2457834.4582,12.862,0,CR,Z
2457834.4586,12.861,0,CR,Z
2457834.4589,12.875,0,CR,Z
2457834.4593,12.873,0,CR,Z
2457834.4596,12.857,0,CR,Z
2457834.4600,12.852,0,CR,Z
2457834.4603,12.867,0,CR,Z
2457834.4607,12.868,0,CR,Z
2457834.4610,12.859,0,CR,Z
2457834.4614,12.871,0,CR,Z
2457834.4617,12.860,0,CR,Z
2457834.4621,12.857,0,CR,Z
2457834.4624,12.835,0,CR,Z
2457834.4628,12.882,0,CR,Z
2457834.4631,12.860,0,CR,Z
2457834.4634,12.852,0,CR,Z
2457834.4638,12.839,0,CR,Z
2457834.4641,12.841,0,CR,Z
2457834.4645,12.860,0,CR,Z
2457834.4648,12.843,0,CR,Z
2457834.4652,12.876,0,CR,Z
2457834.4655,12.855,0,CR,Z
2457834.4659,12.850,0,CR,Z
2457834.4662,12.842,0,CR,Z
2457834.4666,12.857,0,CR,Z
2457834.4669,12.861,0,CR,Z
2457834.4673,12.836,0,CR,Z
2457834.4676,12.854,0,CR,Z
2457834.4680,12.866,0,CR,Z
2457834.4683,12.843,0,CR,Z
2457834.4687,12.846,0,CR,Z
2457834.4690,12.840,0,CR,Z
2457834.4694,12.858,0,CR,Z
2457834.4697,12.873,0,CR,Z
2457834.4700,12.843,0,CR,Z
2457834.4704,12.857,0,CR,Z
2457834.4707,12.863,0,CR,Z
2457834.4711,12.856,0,CR,Z
2457834.4714,12.852,0,CR,Z
2457834.4718,12.850,0,CR,Z
2457834.4721,12.863,0,CR,Z
2457834.4725,12.862,0,CR,Z
2457834.4728,12.856,0,CR,Z
2457834.4732,12.824,0,CR,Z
2457834.4735,12.858,0,CR,Z
2457834.4739,12.844,0,CR,Z
2457834.4742,12.847,0,CR,Z
2457834.474340,13.230,0,V,Z
2457834.4746,12.864,0,CR,Z
2457834.4749,12.855,0,CR,Z
2457834.4753,12.846,0,CR,Z
2457834.4756,12.847,0,CR,Z
2457834.4759,12.852,0,CR,Z
2457834.4763,12.860,0,CR,Z
2457834.4766,12.845,0,CR,Z
2457834.4770,12.855,0,CR,Z
2457834.4773,12.856,0,CR,Z
2457834.4777,12.831,0,CR,Z
2457834.4780,12.847,0,CR,Z
2457834.4784,12.842,0,CR,Z
2457834.4787,12.849,0,CR,Z
2457834.4791,12.843,0,CR,Z
2457834.4794,12.843,0,CR,Z
2457834.4798,12.829,0,CR,Z
2457834.4801,12.846,0,CR,Z
2457834.4805,12.837,0,CR,Z
2457834.4808,12.831,0,CR,Z
2457834.4812,12.846,0,CR,Z
2457834.4815,12.864,0,CR,Z
2457834.4819,12.850,0,CR,Z
2457834.4822,12.843,0,CR,Z
2457834.4825,12.827,0,CR,Z
2457834.4829,12.824,0,CR,Z
2457834.4832,12.826,0,CR,Z
2457834.4836,12.830,0,CR,Z
2457834.4839,12.839,0,CR,Z
2457834.4843,12.817,0,CR,Z
2457834.4846,12.837,0,CR,Z
2457834.4850,12.823,0,CR,Z
2457834.4853,12.835,0,CR,Z
2457834.4857,12.827,0,CR,Z
2457834.4860,12.836,0,CR,Z
2457834.4864,12.821,0,CR,Z
2457834.4867,12.839,0,CR,Z
2457834.4871,12.812,0,CR,Z
2457834.4874,12.824,0,CR,Z
2457834.4878,12.824,0,CR,Z
2457834.4881,12.827,0,CR,Z
2457834.4884,12.838,0,CR,Z
2457834.4888,12.850,0,CR,Z
2457834.4891,12.849,0,CR,Z
2457834.4895,12.838,0,CR,Z
2457834.4898,12.828,0,CR,Z
2457834.4902,12.827,0,CR,Z
2457834.4905,12.826,0,CR,Z
2457834.4909,12.831,0,CR,Z
2457834.4912,12.834,0,CR,Z
2457834.4916,12.839,0,CR,Z
2457834.4919,12.823,0,CR,Z
2457834.4923,12.812,0,CR,Z
2457834.4926,12.830,0,CR,Z
2457834.4930,12.819,0,CR,Z
2457834.4933,12.800,0,CR,Z
2457834.4937,12.835,0,CR,Z
2457834.4940,12.807,0,CR,Z
2457834.4944,12.809,0,CR,Z
2457834.4947,12.815,0,CR,Z
2457834.4950,12.815,0,CR,Z
2457834.4954,12.817,0,CR,Z
2457834.4957,12.833,0,CR,Z
2457834.4961,12.811,0,CR,Z
2457834.4964,12.823,0,CR,Z
2457834.4968,12.816,0,CR,Z
2457834.4971,12.814,0,CR,Z
2457834.4975,12.823,0,CR,Z
2457834.4978,12.811,0,CR,Z
2457834.4982,12.822,0,CR,Z
2457834.4985,12.813,0,CR,Z
2457834.4989,12.837,0,CR,Z
2457834.4992,12.826,0,CR,Z
2457834.4996,12.820,0,CR,Z
2457834.4999,12.844,0,CR,Z
2457834.5003,12.842,0,CR,Z
2457834.5006,12.829,0,CR,Z
2457834.5009,12.829,0,CR,Z
2457834.5013,12.831,0,CR,Z
2457834.5016,12.833,0,CR,Z
2457834.5020,12.809,0,CR,Z
2457834.5023,12.822,0,CR,Z
2457834.5027,12.824,0,CR,Z
2457834.5030,12.835,0,CR,Z
2457834.5034,12.827,0,CR,Z
2457834.5037,12.830,0,CR,Z
2457834.5041,12.836,0,CR,Z
2457834.5044,12.820,0,CR,Z
2457834.5048,12.834,0,CR,Z
2457834.5051,12.821,0,CR,Z
2457834.5055,12.811,0,CR,Z
2457834.5058,12.815,0,CR,Z
2457834.5062,12.800,0,CR,Z
2457834.5065,12.810,0,CR,Z
2457834.5069,12.833,0,CR,Z
2457834.5072,12.814,0,CR,Z
2457834.5075,12.812,0,CR,Z
2457834.5079,12.828,0,CR,Z
2457834.5082,12.795,0,CR,Z
2457834.5086,12.796,0,CR,Z
2457834.5089,12.813,0,CR,Z
2457834.5093,12.796,0,CR,Z
2457834.5096,12.780,0,CR,Z
2457834.5100,12.795,0,CR,Z
2457834.5103,12.791,0,CR,Z
2457834.5107,12.799,0,CR,Z
2457834.5110,12.799,0,CR,Z
2457834.5114,12.789,0,CR,Z
2457834.5117,12.790,0,CR,Z
2457834.5121,12.792,0,CR,Z
2457834.5124,12.780,0,CR,Z
2457834.5128,12.792,0,CR,Z
2457834.5131,12.787,0,CR,Z
2457834.5134,12.767,0,CR,Z
2457834.5138,12.784,0,CR,Z
2457834.5141,12.757,0,CR,Z
2457834.5145,12.779,0,CR,Z
2457834.5148,12.750,0,CR,Z
2457834.5152,12.773,0,CR,Z
2457834.5155,12.766,0,CR,Z
2457834.5159,12.758,0,CR,Z
2457834.5162,12.741,0,CR,Z
2457834.5166,12.743,0,CR,Z
2457834.5169,12.740,0,CR,Z
2457834.517,12.871,0,CV,Z
2457834.5173,12.734,0,CR,Z
2457834.5176,12.734,0,CR,Z
2457834.5180,12.733,0,CR,Z
2457834.5183,12.735,0,CR,Z
2457834.5187,12.732,0,CR,Z
2457834.5190,12.723,0,CR,Z
2457834.5194,12.732,0,CR,Z
2457834.5197,12.736,0,CR,Z
2457834.5200,12.734,0,CR,Z
2457834.5204,12.739,0,CR,Z
2457834.5207,12.739,0,CR,Z
2457834.5211,12.729,0,CR,Z
2457834.5214,12.739,0,CR,Z
2457834.5218,12.726,0,CR,Z
2457834.5221,12.724,0,CR,Z
2457834.5225,12.732,0,CR,Z
2457834.5228,12.731,0,CR,Z
2457834.5232,12.726,0,CR,Z
2457834.5235,12.740,0,CR,Z
2457834.5239,12.727,0,CR,Z
2457834.5242,12.732,0,CR,Z
2457834.5246,12.724,0,CR,Z
2457834.5249,12.725,0,CR,Z
2457834.5253,12.743,0,CR,Z
2457834.5256,12.724,0,CR,Z
2457834.5259,12.715,0,CR,Z
2457834.5263,12.746,0,CR,Z
2457834.5266,12.719,0,CR,Z
2457834.5270,12.744,0,CR,Z
2457834.5273,12.743,0,CR,Z
2457834.5277,12.744,0,CR,Z
2457834.5280,12.748,0,CR,Z
2457834.5284,12.734,0,CR,Z
2457834.5287,12.721,0,CR,Z
2457834.5291,12.739,0,CR,Z
2457834.5294,12.753,0,CR,Z
2457834.5298,12.745,0,CR,Z
2457834.5301,12.726,0,CR,Z
2457834.5305,12.736,0,CR,Z
2457834.5308,12.737,0,CR,Z
2457834.5312,12.750,0,CR,Z
2457834.5315,12.750,0,CR,Z
2457834.5319,12.728,0,CR,Z
2457834.5322,12.747,0,CR,Z
2457834.5325,12.725,0,CR,Z
2457834.5329,12.708,0,CR,Z
2457834.5332,12.725,0,CR,Z
2457834.5336,12.734,0,CR,Z
2457834.5339,12.721,0,CR,Z
2457834.5343,12.720,0,CR,Z
2457834.5346,12.721,0,CR,Z
2457834.5350,12.720,0,CR,Z
2457834.5353,12.723,0,CR,Z
2457834.5357,12.720,0,CR,Z
2457834.5360,12.733,0,CR,Z
2457834.5364,12.725,0,CR,Z
2457834.5367,12.746,0,CR,Z
2457834.5370,12.723,0,CR,Z
2457834.5374,12.739,0,CR,Z
2457834.5377,12.722,0,CR,Z
2457834.5381,12.719,0,CR,Z
2457834.5384,12.721,0,CR,Z
2457834.5388,12.705,0,CR,Z
2457834.5391,12.737,0,CR,Z
2457834.5395,12.736,0,CR,Z
2457834.5398,12.737,0,CR,Z
2457834.5402,12.719,0,CR,Z
2457834.5405,12.722,0,CR,Z
2457834.5409,12.722,0,CR,Z
2457834.5412,12.729,0,CR,Z
2457834.5416,12.721,0,CR,Z
2457834.5419,12.731,0,CR,Z
2457834.5423,12.731,0,CR,Z
2457834.5426,12.745,0,CR,Z
2457834.5430,12.733,0,CR,Z
2457834.5433,12.734,0,CR,Z
2457834.5436,12.720,0,CR,Z
2457834.5440,12.735,0,CR,Z
2457834.5443,12.737,0,CR,Z
2457834.5447,12.734,0,CR,Z
2457834.5450,12.727,0,CR,Z
2457834.5457,12.720,0,CR,Z
2457834.5461,12.733,0,CR,Z
2457834.5464,12.736,0,CR,Z
2457834.5468,12.728,0,CR,Z
2457834.5471,12.713,0,CR,Z
2457834.5475,12.712,0,CR,Z
2457834.5478,12.729,0,CR,Z
2457834.5482,12.720,0,CR,Z
2457834.5485,12.727,0,CR,Z
2457834.5489,12.738,0,CR,Z
2457834.5492,12.726,0,CR,Z
2457834.5496,12.725,0,CR,Z
2457834.5499,12.707,0,CR,Z
2457834.5503,12.716,0,CR,Z
2457834.5506,12.713,0,CR,Z
2457834.5509,12.709,0,CR,Z
2457834.5513,12.708,0,CR,Z
2457834.5516,12.708,0,CR,Z
2457834.5520,12.720,0,CR,Z
2457834.5523,12.709,0,CR,Z
2457834.5527,12.716,0,CR,Z
2457834.5530,12.704,0,CR,Z
2457834.5534,12.700,0,CR,Z
2457834.5537,12.718,0,CR,Z
2457834.5541,12.729,0,CR,Z
